date,symbol,name,Close,market_regime,fund_ml_85_15,fundamental_rank,fundamental_score,final_score,technical_score,stable_ensemble_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-09-03,3006.TW,晶豪科,277.0,bull,0.9308,7.0,98.64788449850906,77.9284055604349,71.02191258107683,0.5604529093358144,0.17537313432835822,0.03731343283582089,0.010948905109489093,0.07364341085271309,0.37775541071609764,51.35135135135135,3.1188410451425184,0.026591309181877243
2026-09-03,5269.TW,祥碩,1440.0,bull,0.9291999999999999,47.0,87.63352452318074,65.3268043833361,57.89123100338788,0.7037212138272745,0.34654850746268656,0.1865671641791045,-0.017064846416382284,0.02127659574468077,0.08679245283018866,58.10810810810811,1.038090730200447,0.010171869519466803
2026-09-03,6491.TW,晶碩,380.5,bull,0.9192,52.0,86.74813401220891,75.42810337828945,71.65475983364962,0.7473530127514855,0.3003731343283582,0.10074626865671642,0.014666666666666606,0.031179639050604058,0.16717791411042948,56.284153005464475,1.30938644289757,0.010154642596402752
2026-09-03,4771.TW,望隼,209.5,bull,0.9191999999999999,44.0,87.83714193650803,76.78229981817687,73.0973524453998,0.6285775384356221,0.2080223880597015,0.16044776119402984,-0.009456264775413725,0.06075949367088618,0.10263157894736841,64.19753086419753,0.7474162292638551,0.022824362260466247
2026-09-03,3443.TW,創意,5800.0,bull,0.9176,63.0,83.63888359987813,81.99308459092613,81.44448492127546,0.8378234662175895,0.025186567164179104,0.027052238805970148,-0.020270270270270285,0.2946428571428572,0.44099378881987583,55.611390284757114,0.7143542018785753,0.04636478441277281
2026-09-03,3017.TW,奇鋐,3300.0,bull,0.9087999999999999,70.0,82.5145908535667,80.14047092887058,79.34909762063855,0.8572002884413001,0.10074626865671642,0.033582089552238806,-0.0119760479041916,0.12244897959183665,0.39830508474576276,53.46936382387092,1.1038897892255592,0.06855195845558404
2026-09-03,6918.TW,愛派司,77.0999984741211,bull,0.8899999999999999,74.0,82.25632418471866,74.25275141306122,71.58489382250873,0.793898561875823,0.15205223880597016,0.23694029850746268,-0.011538481101011633,0.08438818746506538,0.05471956338571027,65.9793660369404,0.5450642506069758,0.031231168551698163
2026-09-03,2395.TW,研華,674.0,bull,0.8851999999999999,49.0,87.43653384699755,74.17723047667477,69.75746268656717,0.5353950890063653,0.15298507462686567,0.026119402985074626,-0.001481481481481528,0.0836012861736335,0.44790547798066593,47.867298578199055,0.8142972876441108,-0.002368265245707546
2026-09-03,3653.TW,健策,5615.0,bull,0.878,39.0,88.8947474261209,88.10114025570563,87.83660453223388,0.38664263910373153,0.028917910447761194,0.02332089552238806,-0.005314437555358764,0.26179775280898876,0.4776315789473684,62.92517006802721,0.6207873736997374,0.07711490504507967
2026-09-03,1817.TW,凱撒衛,40.04999923706055,bull,0.8755999999999999,115.0,75.60284732958029,70.41649627786978,68.68771259396628,0.8167854049469486,0.2453358208955224,0.19496268656716417,-0.007434925611036869,0.04705880358328218,0.0809116754559418,65.21736245984205,0.8980808534120278,0.007293752084693406
2026-09-03,1560.TW,中砂,711.0,bull,0.8728,54.0,86.28355650333096,70.24859656597086,64.90360992018417,0.5420925643980948,0.3208955223880597,0.09981343283582089,0.0304347826086957,0.025974025974025983,0.16748768472906406,46.846846846846844,1.083777515272096,0.01593198542544827
2026-09-03,2454.TW,聯發科,4340.0,bull,0.8668,95.0,78.23114789730103,76.80154754342837,76.3250140921375,0.7001481266574464,0.1226679104477612,0.2630597014925373,0.12289780077619672,0.1071428571428572,0.044524669073405576,54.01234567901235,1.237459976759452,0.08840125391849529
2026-09-03,2467.TW,志聖,595.0,bull,0.864,67.0,82.91061822425604,82.44815139483794,82.2939957850319,0.5692261576826377,0.07835820895522388,0.15205223880597016,0.017094017094017033,0.1464354527938343,0.11230955004456211,61.81102362204724,0.819074369608995,0.05216622458001763
2026-09-03,2059.TW,川湖,13450.0,bull,0.8608,1.0,100.0,88.27980547322593,84.37307396430126,0.10741746468621453,0.020522388059701493,0.005597014925373134,-0.06206415620641559,0.33168316831683176,1.111459968602826,59.16953497412208,1.2494096090046718,0.0010092911952912509
2026-09-03,6782.TW,視陽,235.0,bull,0.8596,18.0,94.77818654579036,82.72516111187093,78.70748596723112,0.2652388051797129,0.07929104477611941,0.07742537313432836,-0.03490759753593431,0.14077669902912615,0.20822622107969146,67.56756756756758,0.801057395643661,0.06382978723404253
2026-09-03,6531.TW,愛普*,912.0,bull,0.8555999999999999,16.0,95.34498936770456,66.39816262131986,56.74922037252496,0.19110773473794412,0.3927238805970149,0.3180970149253731,-0.005452562704471142,0.01333333333333342,0.02713440707322934,47.382198952879584,2.427256789758972,0.01780034596283686
2026-09-03,1808.TW,潤隆,35.79999923706055,bull,0.8335999999999999,149.0,72.1127428848662,78.03657593632553,80.01118695347866,0.811603115144614,0.09701492537313433,0.13246268656716417,-0.004172504108359898,0.12401880088795614,0.13650791228763648,63.99998508030022,1.1197854070324356,0.04281968291364735
2026-09-03,1733.TW,五鼎,32.25,bull,0.8291999999999999,137.0,72.99324516078546,64.09099230530263,61.123574686808354,0.6833613947153423,0.39925373134328357,0.1455223880597015,-0.004629676506622826,0.012558857574237026,0.12369334991951253,77.35848920801186,1.03520798214486,0.01735015772870674
2026-09-03,5607.TW,遠雄港,57.20000076293945,bull,0.8284,165.0,69.90798459707267,77.15237195178842,79.56716773669368,0.858899285237572,0.06063432835820896,0.21082089552238806,0.09369027910820105,0.17093147491584637,0.06915889276522336,68.58974750852501,1.7959532925373456,0.08067260240673013
2026-09-03,6670.TW,復盛應用,275.0,bull,0.8264,168.0,69.78295043229787,71.84615904803867,72.5338952532856,0.8820549570468967,0.26026119402985076,0.292910447761194,-0.009009009009009028,0.0436432637571158,0.034586761739532124,60.8,1.1281056924051656,0.021830004644681766
2026-09-03,2421.TW,建準,164.5,bull,0.8076,79.0,81.54483186948244,77.81128589787988,76.56677057401237,0.368691282629715,0.19776119402985073,0.13432835820895522,0.03134796238244508,0.06472491909385103,0.1344827586206896,65.54621848739495,1.0081733270050572,0.07009269799967477
2026-09-03,5292.TW,華懋,219.0,bull,0.7827999999999999,189.0,67.1995898886902,79.5974002180797,83.73000366120954,0.6838156620309288,0.024253731343283583,0.19309701492537312,0.0,0.2997032640949555,0.08148148148148149,63.829787234042556,1.2643110461206202,0.0627198835375471
2026-09-03,6426.TW,統新,265.5,bull,0.7816,120.0,75.05902824356723,86.3563081157669,90.12206807316679,0.3847551624722776,0.010261194029850746,0.058768656716417914,0.025019590461274444,0.4197860962566844,0.2764423076923077,66.21988614553521,1.5485823901564189,0.0975296866685007
2026-09-03,2027.TW,大成鋼,50.20000076293945,bull,0.7776000000000001,180.0,67.77515994414823,74.61652708593435,76.89698279986305,0.6536090194041201,0.14458955223880596,0.09048507462686567,0.03186020942334489,0.08893714586823598,0.18117648853975177,63.97850807587888,0.6024362046528221,0.021674995804104924
2026-09-03,5434.TW,崇越,527.0,bull,0.7652,203.0,65.82773904429318,64.65772434313446,64.26771944274822,0.7770973890520909,0.28638059701492535,0.09514925373134328,-0.011257035647279534,0.035363457760314354,0.17241379310344818,51.829268292682926,0.9222675699799076,0.0028544243577546258
2026-09-03,2605.TW,新興,35.5,bull,0.7607999999999999,118.0,75.1720503143159,78.36511517496567,79.42947012851559,0.24306940853544817,0.11380597014925373,0.07649253731343283,0.03197669841071282,0.109375,0.21215758848930455,63.070550715865394,0.910015480920295,0.024678894868153556
2026-09-03,1419.TW,新紡,66.4000015258789,bull,0.748,140.0,72.80054807279497,61.62126288821703,57.89483449335772,0.3357012922871564,0.29011194029850745,0.31343283582089554,0.0,0.034267985704272697,0.02786382498877149,55.64517369504907,1.5055573703210459,0.014050110207931787
2026-09-03,4576.TW,大銀微系統,231.0,bull,0.7403999999999998,161.0,70.19733381714003,73.68723283120083,74.85053250255443,0.35288855948535264,0.22014925373134328,0.11847014925373134,0.07192575406032486,0.05720823798626995,0.14925373134328357,55.61797752808988,2.955807471737432,0.06476146577552444
