date,symbol,name,Close,market_regime,fund_final_ml,fundamental_rank,fundamental_score,final_score,technical_score,stable_ensemble_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-09-03,3443.TW,創意,5800.0,bull,0.9264,63.0,83.63888359987813,81.99308459092613,81.44448492127546,0.8378234662175895,0.0251865671641791,0.0270522388059701,-0.0202702702702702,0.2946428571428572,0.4409937888198758,55.61139028475712,0.7143542018785753,0.0463647844127728
2026-09-03,3017.TW,奇鋐,3300.0,bull,0.9176,70.0,82.5145908535667,80.14047092887058,79.34909762063855,0.8572002884413001,0.1007462686567164,0.0335820895522388,-0.0119760479041916,0.1224489795918366,0.3983050847457627,53.46936382387092,1.1038897892255592,0.068551958455584
2026-09-03,3006.TW,晶豪科,277.0,bull,0.8768,7.0,98.64788449850906,77.9284055604349,71.02191258107683,0.5604529093358144,0.1753731343283582,0.0373134328358208,0.010948905109489,0.073643410852713,0.3777554107160976,51.35135135135135,3.1188410451425184,0.0265913091818772
2026-09-03,6491.TW,晶碩,380.5,bull,0.8752,52.0,86.74813401220891,75.42810337828945,71.65475983364962,0.7473530127514855,0.3003731343283582,0.1007462686567164,0.0146666666666666,0.031179639050604,0.1671779141104294,56.28415300546448,1.30938644289757,0.0101546425964027
2026-09-03,4771.TW,望隼,209.5,bull,0.8672,44.0,87.83714193650803,76.78229981817687,73.0973524453998,0.6285775384356221,0.2080223880597015,0.1604477611940298,-0.0094562647754137,0.0607594936708861,0.1026315789473684,64.19753086419753,0.7474162292638551,0.0228243622604662
2026-09-03,2467.TW,志聖,595.0,bull,0.8648,67.0,82.91061822425604,82.44815139483794,82.2939957850319,0.5692261576826377,0.0783582089552238,0.1520522388059701,0.017094017094017,0.1464354527938343,0.1123095500445621,61.81102362204724,0.819074369608995,0.0521662245800176
2026-09-03,1808.TW,潤隆,35.79999923706055,bull,0.8559999999999999,149.0,72.1127428848662,78.03657593632553,80.01118695347866,0.811603115144614,0.0970149253731343,0.1324626865671641,-0.0041725041083598,0.1240188008879561,0.1365079122876364,63.99998508030022,1.1197854070324356,0.0428196829136473
2026-09-03,3653.TW,健策,5615.0,bull,0.8552,39.0,88.8947474261209,88.10114025570563,87.83660453223388,0.3866426391037315,0.0289179104477611,0.023320895522388,-0.0053144375553587,0.2617977528089887,0.4776315789473684,62.92517006802721,0.6207873736997374,0.0771149050450796
2026-09-03,2454.TW,聯發科,4340.0,bull,0.8503999999999999,95.0,78.23114789730103,76.80154754342837,76.3250140921375,0.7001481266574464,0.1226679104477612,0.2630597014925373,0.1228978007761967,0.1071428571428572,0.0445246690734055,54.01234567901235,1.237459976759452,0.0884012539184952
2026-09-03,6918.TW,愛派司,77.0999984741211,bull,0.8496,74.0,82.25632418471866,74.25275141306122,71.58489382250873,0.793898561875823,0.1520522388059701,0.2369402985074626,-0.0115384811010116,0.0843881874650653,0.0547195633857102,65.9793660369404,0.5450642506069758,0.0312311685516981
2026-09-03,5607.TW,遠雄港,57.20000076293945,bull,0.8496,165.0,69.90798459707267,77.15237195178842,79.56716773669368,0.858899285237572,0.0606343283582089,0.210820895522388,0.093690279108201,0.1709314749158463,0.0691588927652233,68.58974750852501,1.7959532925373456,0.0806726024067301
2026-09-03,6782.TW,視陽,235.0,bull,0.8208,18.0,94.77818654579036,82.72516111187093,78.70748596723112,0.2652388051797129,0.0792910447761194,0.0774253731343283,-0.0349075975359343,0.1407766990291261,0.2082262210796914,67.56756756756758,0.801057395643661,0.0638297872340425
2026-09-03,5292.TW,華懋,219.0,bull,0.8208,189.0,67.1995898886902,79.5974002180797,83.73000366120954,0.6838156620309288,0.0242537313432835,0.1930970149253731,0.0,0.2997032640949555,0.0814814814814814,63.82978723404256,1.2643110461206202,0.0627198835375471
2026-09-03,2059.TW,川湖,13450.0,bull,0.8144,1.0,100.0,88.27980547322593,84.37307396430126,0.1074174646862145,0.0205223880597014,0.0055970149253731,-0.0620641562064155,0.3316831683168317,1.111459968602826,59.16953497412208,1.2494096090046718,0.0010092911952912
2026-09-03,1817.TW,凱撒衛,40.04999923706055,bull,0.812,115.0,75.60284732958029,70.41649627786978,68.68771259396628,0.8167854049469486,0.2453358208955224,0.1949626865671641,-0.0074349256110368,0.0470588035832821,0.0809116754559418,65.21736245984205,0.8980808534120278,0.0072937520846934
2026-09-03,2395.TW,研華,674.0,bull,0.8104,49.0,87.43653384699755,74.17723047667477,69.75746268656717,0.5353950890063653,0.1529850746268656,0.0261194029850746,-0.0014814814814815,0.0836012861736335,0.4479054779806659,47.867298578199055,0.8142972876441108,-0.0023682652457075
2026-09-03,6670.TW,復盛應用,275.0,bull,0.804,168.0,69.78295043229787,71.84615904803867,72.5338952532856,0.8820549570468967,0.2602611940298507,0.292910447761194,-0.009009009009009,0.0436432637571158,0.0345867617395321,60.8,1.1281056924051656,0.0218300046446817
2026-09-03,6426.TW,統新,265.5,bull,0.7951999999999999,120.0,75.05902824356723,86.3563081157669,90.1220680731668,0.3847551624722776,0.0102611940298507,0.0587686567164179,0.0250195904612744,0.4197860962566844,0.2764423076923077,66.21988614553521,1.5485823901564189,0.0975296866685007
2026-09-03,2421.TW,建準,164.5,bull,0.776,79.0,81.54483186948244,77.81128589787988,76.56677057401237,0.368691282629715,0.1977611940298507,0.1343283582089552,0.031347962382445,0.064724919093851,0.1344827586206896,65.54621848739495,1.0081733270050572,0.0700926979996747
2026-09-03,2027.TW,大成鋼,50.20000076293945,bull,0.7728,180.0,67.77515994414823,74.61652708593435,76.89698279986305,0.6536090194041201,0.1445895522388059,0.0904850746268656,0.0318602094233448,0.0889371458682359,0.1811764885397517,63.97850807587888,0.6024362046528221,0.0216749958041049
2026-09-03,6505.TW,台塑化,76.5,bull,0.7727999999999999,193.0,66.8716639923295,82.02297733228627,87.07341511227186,0.492951042609265,0.0802238805970149,0.0177238805970149,0.0522696452719684,0.1400894447040004,0.5340909638564817,59.58904199068743,1.189947020580407,0.0588968139407524
2026-09-03,1560.TW,中砂,711.0,bull,0.768,54.0,86.28355650333096,70.24859656597086,64.90360992018417,0.5420925643980948,0.3208955223880597,0.0998134328358208,0.0304347826086957,0.0259740259740259,0.167487684729064,46.84684684684685,1.083777515272096,0.0159319854254482
2026-09-03,5269.TW,祥碩,1440.0,bull,0.7656,47.0,87.63352452318074,65.3268043833361,57.89123100338788,0.7037212138272745,0.3465485074626865,0.1865671641791045,-0.0170648464163822,0.0212765957446807,0.0867924528301886,58.10810810810811,1.038090730200447,0.0101718695194668
