Open,High,Low,Close,Volume,ret5,ma5,ret20,ma20,ret60,ma60,ret120,ma120,ma20_slope,rsi14,volume_ma20,volume_ratio,ma20_deviation,symbol,date,benchmark_ret20,benchmark_ret60,market_regime,rs20_rank_pct,rs60_rank_pct,period_date,as_of_date,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,current_assets,current_liabilities,assets,liabilities,equity,cash,short_borrowings,long_borrowings,bonds_payable,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score,fundamental_score,fundamental_pass,technical_score,score,final_score,fundamental_rank,pass_market,pass_score,pass_rs20,pass_rs60,pass_close_ma20,pass_ma20_ma60,pass_ma20_slope,pass_rsi,pass_ret20_benchmark,pass_ret60_benchmark,pass_ret5_cap,pass_ret20_cap,pass_volume_ratio,pass_ma20_deviation,pass_fundamental_score,pass_fundamental_filter,pass_fundamental_universe,entry_pass_count,entry_all_pass,close_ma60_ratio,close_ma120_ratio,above_ma120,turnover20,liquidity_rank,price_bucket,eva_rank_bucket,forward_60d_return,forward_60d_max_drawdown,reward_60,fwd60_rank_label,top_quantile_60,reg_forward60,reg_reward60,cls_topq60,rank_forward60,ensemble_score,ranker_score,stable_ensemble_score,fundamental_rank_score,fundamental_score_rank,final_score_rank,stable_ml_rank,fund_ml_85_15,fund_final_ml,name
24.299999237060547,24.450000762939453,24.049999237060547,24.399999618530277,496478424.0,-0.012145794945047417,24.339999771118165,0.025210100869895502,24.33249988555908,-1.1102230246251565e-16,23.957778898874917,0.0061855512795989664,24.14722277323405,0.0008226252524769767,45.61403861005924,49447527.9,10.040510518625947,0.002774056643939593,1101.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.47588126159554733,0.3469387755102041,2026-03-31,2026-05-15,33168148000.0,6208390000.0,2792191000.0,2132735000.0,927996000.0,718189000.0,0.1,184722314000.0,82516661000.0,597615286000.0,292869670000.0,304745616000.0,97044326000.0,5704442000.0,70674580000.0,98473452000.0,0.4,1675314600.0,515098625000.0,0.0032524152049522,0.0023566836150975,0.0012017580822054,0.961029969336786,0.1871792781435972,0.0841829034289162,0.021652972604922,-0.0511527050022949,,,23.33964555046912,23.33964555046912,False,52.28126415137344,52.28126415137344,45.04585950114736,803.0,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,8,False,0.01845833545429909,0.010468153943418157,1.0,1206519661.8972652,0.10946196660482375,0.0,3.0,,,,,,,,,,,,,,,,,,,台泥
34.400001525878906,34.70000076293945,34.29999923706055,34.54999923706055,7810363.0,-0.00718390820347381,34.85999984741211,0.0565748755644615,33.660000038146975,0.004360398387447617,33.98221988677979,0.011712963200851467,34.38319330215454,0.014466543762823865,70.19227524483733,10534193.3,0.7414296261299856,0.026440855552731124,1102.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.34786641929499074,0.32838589981447125,2026-03-31,2026-05-15,14829491000.0,1928135000.0,1184173000.0,2141327000.0,350025000.0,1887022000.0,0.56,94593171000.0,73132379000.0,329731256000.0,128784897000.0,200946359000.0,15235953000.0,28787827000.0,4255757000.0,36700000000.0,0.1634617225673612,990606041.60224,256598877000.0,0.0038605236826591,0.0093906752498063,0.0057229090832687,0.6408919158371016,0.1300203088561839,0.0798525721482955,0.1272479277946896,-0.1063722306154607,,,24.23843577719405,24.23843577719405,False,48.557764555182764,48.557764555182764,42.477932360685585,779.0,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,11,False,0.01670813008015526,0.004851379958811242,1.0,363956370.4780483,0.19758812615955473,1.0,3.0,,,,,,,,,,,,,,,,,,,亞泥
13.199999809265137,13.199999809265137,13.100000381469728,13.199999809265137,343862.0,-0.00377359930074439,13.219999885559082,0.003802295983674986,13.15499987602234,-0.029411805954770442,13.298599815368652,-0.011235997596883762,13.400966580708822,0.00019007865897148596,50.0,291700.45,1.1788188876636974,0.003420747523138923,1103.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.6150278293135436,0.45083487940630795,2026-03-31,2026-05-15,688370000.0,145582000.0,15792000.0,68393000.0,17068000.0,51804000.0,0.08,9362513000.0,3870134000.0,32757303000.0,14017768000.0,18739535000.0,1970746000.0,2079035000.0,6393331000.0,,0.2495577032737268,11850984.749901306,28887169000.0,0.0004102508193136,0.0027644229165771,0.0015814488756904,0.7480317948124113,0.2114880079027267,0.0229411508345802,0.0752560396298502,-0.0851921990763813,,,18.621217318355463,18.621217318355463,False,37.053512826228385,37.053512826228385,32.44543894926015,885.0,True,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False,False,9,False,-0.007414314850618164,-0.014996438520560429,0.0,3850445.8843625546,0.7532467532467533,0.0,3.0,,,,,,,,,,,,,,,,,,,嘉泥
26.450000762939453,26.799999237060547,26.450000762939453,26.649999618530277,8826941.0,-0.005597000850762757,26.629999923706055,-0.009293680429191875,26.59999990463257,-0.0316571601555693,26.851381746927903,-0.00976417656410511,26.874280579884847,-0.0023441162765516902,49.99999999999992,1119258.7,7.886417143775608,0.0018796884991341134,1104.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.7087198515769945,0.45918367346938777,2026-03-31,2026-05-15,1759047000.0,491646000.0,285740000.0,347360000.0,56881000.0,284208000.0,0.41,7669095000.0,4410523000.0,31541057000.0,5780531000.0,25760526000.0,1637303000.0,2780000000.0,,,0.1637523030861354,238949416.91616768,27130534000.0,0.0088073982220979,0.0110326939752705,0.0090107316314732,0.2243949133647348,0.2794956587288458,0.1624402304202218,0.1615693042880605,-0.0879406052096436,,,42.753988441989705,42.753988441989705,False,22.415453324216646,22.415453324216646,27.50008710365991,466.0,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,6,False,-0.007499879533039877,-0.008345561500256227,0.0,29828243.928036693,0.48886827458256027,0.0,3.0,,,,,,,,,,,,,,,,,,,環泥
11.75,11.75,11.649999618530272,11.699999809265137,136398.0,-0.004255335381690539,11.739999961853027,-0.03305789748710786,11.83500008583069,-0.15217393858296024,12.641058413187663,-0.2147650933685582,13.559279259045919,-0.0050441393460791675,39.9999999999999,272453.15,0.500629190743436,-0.011406867392183662,1108.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.8311688311688312,0.7949907235621522,2026-03-31,2026-05-15,980706000.0,158238000.0,88910000.0,86131000.0,17242000.0,68889000.0,0.17,5834525000.0,4480873000.0,10345312000.0,4923631000.0,5421681000.0,298989000.0,1342000000.0,201500000.0,,0.2001834415018982,71111690.21606623,5864439000.0,0.0121259152352111,0.0127062068019125,0.0066589581831848,0.9081373470700324,0.1613511082832164,0.0906591781838797,0.0702442933967978,-0.1913103709872929,,,28.9506364989466,28.9506364989466,False,10.19016697588126,10.19016697588126,14.880284356647595,700.0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,4,False,-0.07444460528247976,-0.13712229199353532,0.0,3187701.803033686,0.7801484230055659,0.0,3.0,,,,,,,,,,,,,,,,,,,幸福
13.5,13.600000381469728,13.399999618530272,13.449999809265137,108426.0,-0.007380101849600251,13.560000038146972,-0.01824817543653745,13.565000104904176,-0.0942761303866062,13.974744113286336,-0.12091505610503328,14.57278869152069,-0.003855333878871688,45.454529691339076,121466.25,0.8926430181223179,-0.008477721691831253,1109.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.7653061224489796,0.650278293135436,2026-03-31,2026-05-15,855342000.0,53309000.0,-15946000.0,-12152000.0,3605000.0,4151000.0,0.01,5601241000.0,928832000.0,11463030000.0,1056245000.0,10406785000.0,2121130000.0,,,,0.0,-15946000.0,10534198000.0,-0.0015137364989722,0.0003988743881996,0.0003621206609421,0.1014958029785375,0.0623247776912626,-0.0186428352635553,0.0048530295484145,-0.133860707580701,,,14.529380265008111,14.529380265008111,False,15.783858998144716,15.783858998144716,15.470239314860564,970.0,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,5,False,-0.037549474950479,-0.07704694729491679,0.0,1633721.0393321514,0.8571428571428571,0.0,3.0,,,,,,,,,,,,,,,,,,,信大
15.850000381469728,15.949999809265137,15.800000190734863,15.949999809265137,304034.0,0.0031446661593999004,15.95999984741211,-0.003125011920928955,16.029999828338624,-0.003125011920928955,15.785673809051513,0.00949364662781682,15.417836904525757,-0.0012461047454323543,41.02567237582328,243878.85,1.246659970719068,-0.004990643788533311,1110.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.6651205936920223,0.35435992578849723,2026-03-31,2026-05-15,582643000.0,83497000.0,44070000.0,33666000.0,8657000.0,25695000.0,0.05,2827051000.0,1931603000.0,12789768000.0,3130316000.0,9659452000.0,402347000.0,1166000000.0,483161000.0,,0.2571437058159567,32737676.884690788,10858165000.0,0.0030150284955782,0.0026600887917865,0.0020090278416309,0.3240676593247732,0.1433073082487904,0.0756380836979076,0.0441007615297875,-0.2132017328270251,,,22.850230007474945,22.850230007474945,False,38.24288380051913,38.24288380051913,34.39472035225808,813.0,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,7,False,0.010409818560890294,0.034516054880770586,1.0,3889867.610983801,0.7523191094619666,0.0,3.0,,,,,,,,,,,,,,,,,,,東泥
12.25,12.300000190734863,12.149999618530272,12.25,371724.0,-0.008097196630031833,12.229999923706055,0.004098376353816935,12.222499990463257,-0.01606424195414846,12.336221965154012,-0.125,12.62019431591034,-0.0002044958578960181,56.25001490113998,318175.95,1.1682969753056445,0.0022499496468153524,1201.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.6066790352504638,0.39888682745825604,2026-03-31,2026-05-15,5001067000.0,1370784000.0,39544000.0,115681000.0,13929000.0,101516000.0,0.2,6636593000.0,6226099000.0,18440986000.0,10657178000.0,7783808000.0,1265176000.0,2295941000.0,3358980000.0,,0.1204087101598361,34782557.96543944,12214887000.0,0.0028475546245691,0.0130419455361694,0.0055049117221823,1.3691470807090822,0.2740983074211963,0.0079071126221664,0.0202988682215215,-0.0395234363896859,,,23.86207123535312,23.86207123535312,False,33.139667633189084,33.139667633189084,30.820268533730093,789.0,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,8,False,-0.006989333152205068,-0.0293334877929442,0.0,3897655.3875,0.75139146567718,0.0,3.0,,,,,,,,,,,,,,,,,,,味全
44.650001525878906,44.650001525878906,44.09999847412109,44.09999847412109,20464.0,-0.006756825257831611,45.349999999999994,-0.0879007266623757,45.5975004196167,0.029171529626889736,44.88416690826416,0.138064476751512,43.2804168065389,-0.01893389498852406,42.74509123406764,20561.7,0.9952484473560065,-0.032841755177688836,1203.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.950834879406308,0.2634508348794063,2026-03-31,2026-05-15,1323768000.0,456272000.0,208493000.0,249342000.0,68578000.0,116595000.0,0.49,5022031000.0,1735171000.0,10736920000.0,3144376000.0,7592544000.0,2426460000.0,788000000.0,42900000.0,0.0,0.2750358944742562,151149941.2533789,9001749000.0,0.0167911748320664,0.015356512915829,0.0108592594524314,0.4141399773251232,0.3446767107227248,0.1574996525070858,0.0880781224504596,-0.1421895108456875,,,48.49143294825629,48.49143294825629,False,29.888682745825605,29.888682745825605,34.539370296433276,390.0,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,8,False,-0.017470936594318198,0.0189365474747083,1.0,906770.9386253356,0.9174397031539888,1.0,3.0,,,,,,,,,,,,,,,,,,,味王
52.09999847412109,52.20000076293945,51.400001525878906,51.400001525878906,2187529.0,-0.022813630856521216,52.220000457763675,-0.02939245733846174,52.549728584289554,-0.05514705727669611,54.871612548828125,0.0,54.158306217193605,-0.007141615055339857,28.813564801344896,2494209.8,0.8770429015233603,-0.02187883913741795,1210.TW,2026-08-31,0.033057866566078786,0.0014137750050533526,bull,0.8200371057513914,0.5482374768089053,2026-03-31,2026-05-15,26901827000.0,3784019000.0,1180916000.0,1208431000.0,239406000.0,788702000.0,0.94,32105270000.0,38581024000.0,76955549000.0,42538320000.0,34417229000.0,7061143000.0,20244237000.0,40800000.0,,0.1981130904453791,946961081.6836046,38374525000.0,0.0246768157178129,0.0229159064490636,0.0102487996024822,1.235960047800478,0.1406602979046739,0.0438972416260055,0.0293177857399796,0.0563562746423034,,,36.259563246145234,36.259563246145234,False,16.692949907235622,16.692949907235622,21.584603241963023,587.0,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,5,False,-0.06326788774177117,-0.05093040909095159,0.0,128202387.52586211,0.3079777365491651,1.0,3.0,,,,,,,,,,,,,,,,,,,大成
