date,symbol,name,Close,market_regime,final_score,fundamental_rank,fundamental_score,technical_score,stable_ensemble_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-09-04,3653.TW,健策,5875.0,bull,91.26932494741664,39.0,88.8947474261209,92.06085078784858,0.3766612062981217,0.0167130919220055,0.0167130919220055,0.0155574762316335,0.341324200913242,0.6229281767955801,59.85267034990792,0.6665885043897001,0.1110585787906008
2026-09-04,6426.TW,統新,269.5,bull,89.30975706363972,120.0,75.05902824356723,94.06000000366387,0.4193643062563119,0.0259981429897864,0.0371402042711234,0.0246679827689153,0.3114355231143553,0.3785166240409208,61.82568376256533,1.407102424891567,0.0995202671466743
2026-09-04,3017.TW,奇鋐,3570.0,bull,87.63000002265747,70.0,82.5145908535667,89.3351364123544,0.8702453663136194,0.0315691736304549,0.022284122562674,0.0625,0.281867145421903,0.5289079229122056,65.69461476068379,1.1266663969980273,0.1414716402232316
2026-09-04,2395.TW,研華,711.0,bull,85.30569363693762,49.0,87.43653384699755,84.59541356691764,0.549857182391907,0.116991643454039,0.021355617455896,0.0627802690582959,0.1214511041009462,0.5323275862068966,57.74058577405858,1.4069287979540173,0.0464346162337183
2026-09-04,2421.TW,建準,178.0,bull,84.73197224824251,79.0,81.54483186948244,85.79435237449587,0.4046541138456859,0.0742804085422469,0.0696378830083565,0.0886850152905198,0.1749174917491749,0.2535211267605635,71.12676056338029,1.6283545952833371,0.148016768784263
2026-09-04,2454.TW,聯發科,4415.0,bull,83.4459136576537,95.0,78.23114789730103,85.18416891110459,0.6974350910093718,0.1086350974930362,0.2181987000928505,0.1079046424090339,0.132051282051282,0.0807833537331701,61.88925081433226,1.1852905037416288,0.1001058992088705
2026-09-04,2465.TW,麗臺,99.1999969482422,bull,82.36759456631083,133.0,73.28778007996519,85.39419939509273,0.1707463890942393,0.0789229340761374,0.0557103064066852,0.0442104941920231,0.1656874115974151,0.3069828057173216,59.9537043986826,1.0102514912493563,0.0627811998231575
2026-09-04,2059.TW,川湖,13860.0,bull,81.5190937143933,1.0,100.0,75.35879161919108,0.1228892917038199,0.042711234911792,0.0046425255338904,-0.0307692307692307,0.2475247524752475,1.165625,51.80389826008917,0.9079309482350152,0.0210743016587051
2026-09-04,6505.TW,台塑化,78.0999984741211,bull,81.02864472299923,193.0,66.8716639923295,85.74763829988915,0.5182186774927018,0.1522748375116063,0.0204271123491179,0.0938374902669123,0.0999999785087477,0.5539882844299049,61.43791191886311,0.6858171405506228,0.0757575603924247
2026-09-04,3006.TW,晶豪科,278.5,bull,80.39845423417295,7.0,98.64788449850906,74.31531081272757,0.5909535735204594,0.1754874651810584,0.0408542246982358,0.033395176252319,0.0857699805068226,0.3682819768993504,52.10727969348659,1.8217467874909168,0.02795976746332
2026-09-04,4576.TW,大銀微系統,238.0,bull,79.82310101366483,161.0,70.19733381714003,83.03169007917309,0.3509515742796586,0.1652739090064995,0.0826369545032497,0.1018518518518518,0.0917431192660549,0.2111959287531806,56.830601092896174,1.2426838346306948,0.0919935765083734
2026-09-04,8996.TW,高力,1300.0,bull,79.7750472786363,30.0,90.21884377245992,76.29378178069508,0.5486780769685706,0.0445682451253481,0.1337047353760445,0.0276679841897233,0.2440191387559809,0.1403508771929824,55.27950310559005,1.6196359397904456,0.0899182561307903
2026-09-04,5607.TW,遠雄港,56.79999923706055,bull,79.24387666044743,165.0,69.90798459707267,82.35584068157236,0.8743734734248635,0.0844939647168059,0.2200557103064067,0.1029126065448648,0.1603676884937743,0.0798479255661164,62.93706629490709,1.253158183518172,0.0652163608157843
2026-09-04,7788.TW,松川精密,335.0,bull,78.78126012825966,331.0,52.52291879760674,87.53404057181064,0.55068744738391,0.0129990714948932,0.0761374187558031,0.0229007633587785,0.4255319148936169,0.2361623616236161,68.09210526315789,1.87509218264598,0.1917467093561009
2026-09-04,6782.TW,視陽,229.5,bull,78.39559983114869,18.0,94.77818654579036,72.9347375929348,0.2603052056269057,0.2757660167130919,0.0900649953574744,-0.0496894409937888,0.0527522935779816,0.1984334203655353,65.10416666666667,0.6171503221676973,0.0362343379613951
2026-09-04,2851.TW,中再保,46.650001525878906,bull,78.07484025454431,201.0,65.92494981784269,82.12480373344486,0.4790371284148914,0.0241411327762302,0.042711234911792,0.0343681397826927,0.3159379554837214,0.360397290155773,69.24999823570283,0.5938747749789746,0.0970017995503564
2026-09-04,3443.TW,創意,5810.0,bull,78.0697607107905,63.0,83.63888359987813,76.21338641442796,0.842281793331089,0.0334261838440111,0.032497678737233,-0.0340814630091438,0.2783278327832783,0.4153471376370279,49.23371647509578,0.7105383503335361,0.0363433667781494
2026-09-04,2301.TW,光寶科,308.0,bull,77.91594218959641,288.0,57.60700281241379,84.68558864865729,0.6145197041703788,0.0436397400185701,0.0269266480965645,-0.0299212598425197,0.2469635627530364,0.4772182254196642,65.6457334333563,0.7726002840356688,0.0819584770642927
2026-09-04,2357.TW,華碩,1025.0,bull,77.70223012996632,344.0,51.58078089609261,86.4093798745909,0.8716189466361639,0.0408542246982358,0.0362116991643454,0.0621761658031088,0.2545899632802937,0.3908488512800645,66.92607003891051,1.3199955700150463,0.0894982993197279
2026-09-04,2467.TW,志聖,603.0,bull,77.66277237240743,67.0,82.91061822425604,75.91349042179124,0.590939950641094,0.0612813370473537,0.149489322191272,-0.0114754098360655,0.2059999999999999,0.1231053132906783,53.58851674641148,0.9185015731573152,0.0566897397704373
