date,symbol,name,Close,market_regime,stable_ensemble_score,fundamental_rank,fundamental_score,final_score,technical_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-09-18,2376.TW,技嘉,356.0,bull,0.9819101776958464,274.0,59.16561347732097,66.21984135341809,68.57125064545046,0.2232558139534883,0.1534883720930232,0.0200573065902578,0.04860088365243,0.1142410015649453,48.507462686567166,1.3841253480730171,0.0108610775892665
2026-09-18,7711.TW,永擎,570.0,bull,0.962576239149248,209.0,65.22713046197059,75.4459418142539,78.852212265015,0.0409302325581395,0.0083720930232558,0.0734463276836159,0.2351029252437704,0.829209674898314,53.35892514395393,1.0828332684549005,0.0370707300432113
2026-09-18,3017.TW,奇鋐,3430.0,bull,0.9194007825424916,70.0,82.5145908535667,78.75915099555851,77.50733770955578,0.0576744186046511,0.0195348837209302,0.0178041543026705,0.1972076788830714,0.5210643015521064,50.16501650165016,1.1423733218699228,0.0424739761416306
2026-09-18,3034.TW,聯詠,558.0,bull,0.9046505704853542,116.0,75.54535048945058,75.65778164118045,75.69525869175708,0.2111627906976744,0.1748837209302325,0.0201096892138938,0.0528301886792452,0.0962671905697445,57.377049180327866,1.4033944773052742,0.0247933884297519
2026-09-18,2069.TW,運錩,24.5,bull,0.8758176634394029,681.0,30.045180578249248,70.54028656309377,84.0386552247086,0.0530232558139534,0.041860465116279,-0.0060851773164943,0.2039311813629829,0.3424657534246575,67.1874919285396,0.7907474527694729,0.1026102667049382
2026-09-18,2030.TW,彰源,24.950000762939453,bull,0.8682601151371795,542.0,38.807934191914576,71.09148809002687,81.85267272273097,0.1051162790697674,0.0437209302325581,0.0617021601250831,0.1188341532081691,0.3306667073567708,66.4285840793566,2.0789325273366206,0.0734645859994054
2026-09-18,2849.TW,安泰銀,16.25,bull,0.8611176335259139,1074.0,0.0,59.20416311716335,78.9388841562178,0.1023255813953488,0.1395348837209302,0.0383386834565351,0.1206896551724137,0.128472252116528,76.62336986771678,1.5635756843988995,0.0696067158533284
2026-09-18,3231.TW,緯創,186.5,bull,0.8596348027775329,531.0,39.08905119727999,66.51628115472062,75.65869114053416,0.1888372093023256,0.0855813953488372,0.0053908355795149,0.0626780626780627,0.2189542483660131,58.76288659793814,0.7671581061130682,0.0113882863340564
2026-09-18,6165.TW,浪凡,50.29999923706055,bull,0.8409786492658226,202.0,65.88343003781296,61.37139987938899,59.86738982658101,0.2316279069767441,0.1962790697674418,0.0623020244562788,0.0457380630505239,0.0770877604990962,46.83544670536086,1.775052415967773,0.0381836869576097
2026-09-18,6805.TW,富世達,2295.0,bull,0.8347215428184469,31.0,90.14552363242608,82.12729256642746,79.45454887776124,0.0241860465116279,0.0325581395348837,0.0674418604651163,0.3002832861189801,0.399390243902439,49.583333333333336,0.9858371613644246,0.0719290051377861
